lemma,pos,cefr,gender,word,plural,pluralPattern,singularOnly,pluralOnly,governedCase,partizipII,auxiliary,praesens3sg,isSeparable,exampleDE,exampleEN,sourceLine,verification
ab,other,A1,,ab,,,0,0,,,,,0,Ab morgen muss ich arbeiten.,I have to work from tomorrow.,ab	Ab morgen muss ich arbeiten.	I have to work from tomorrow.,
schwach,other,A2,,schwach,,,0,0,,,,,0,Er ist krank und schwach.,He is ill and weak.,schwach	Er ist krank und schwach.	He is ill and weak.,
schwanger,other,A2,,schwanger,,,0,0,,,,,0,Lena ist schwanger. Sie bekommt im Juli ein Kind.,Lena is pregnant. She is having a baby in July.,schwanger	Lena ist schwanger. Sie bekommt im Juli ein Kind.	Lena is pregnant. She is having a baby in July.,
das Schwein,noun,A2,das,Schwein,Schweine,-e,0,0,,,,,0,Ich esse kein Schweinefleisch.,I don't eat pork.,"das Schwein, -e	Ich esse kein Schweinefleisch.	I don't eat pork.",verified
schwierig,other,A2,,schwierig,,,0,0,,,,,0,Die Prüfung war nicht schwierig.,The exam wasn't difficult.,schwierig	Die Prüfung war nicht schwierig.	The exam wasn't difficult.,
"schwimmen, schwimmt",other,A2,,"schwimmen, schwimmt",,,0,0,,,,,0,Ich schwimme täglich einen Kilometer.,I swim a kilometer every day.,"schwimmen, schwimmt	Ich schwimme täglich einen Kilometer.	I swim a kilometer every day.",
die See,noun,A2,die,See,,,1,0,,,,,0,Die See ist heute ruhig.,The sea is calm today.,die See (Sg)	Die See ist heute ruhig.	The sea is calm today.,verified
"sehen, sieht",other,A2,,"sehen, sieht",,,0,0,,,,,0,Ich kann dich nicht sehen.,I can't see you.,"sehen, sieht	Ich kann dich nicht sehen.	I can't see you.",
die Seife,noun,A2,die,Seife,Seifen,-n,0,0,,,,,0,Hier gibt es keine Seife.,There is no soap here.,"die Seife, -n	Hier gibt es keine Seife.	There is no soap here.",verified
"sein, ist, war, ist gewesen",other,A2,,"sein, ist, war, ist gewesen",,,0,0,,,,,0,Das sind meine Kollegen.,These are my colleagues.,"sein, ist, war, ist gewesen	Das sind meine Kollegen.	These are my colleagues.",
an sein / aus sein,other,A2,,an sein / aus sein,,,0,0,,,,,0,Das Licht ist noch an/schon aus.,The light is still on/has already been turned off.,an sein / aus sein	Das Licht ist noch an/schon aus.	The light is still on/has already been turned off.,
die Seite,noun,A2,die,Seite,Seiten,-n,0,0,,,,,0,Öffnen Sie das Kursbuch auf Seite 20.,Open the textbook on page 20.,"die Seite, -n	Öffnen Sie das Kursbuch auf Seite 20.	Open the textbook on page 20.",verified
selbst,other,A2,,selbst,,,0,0,,,,,0,"Du musst mir nicht helfen, ich mache das selbst.","You don't have to help me, I'll do it myself.","selbst	Du musst mir nicht helfen, ich mache das selbst.	You don't have to help me, I'll do it myself.",
die Sendung,noun,A2,die,Sendung,Sendungen,-en,0,0,,,,,0,Welche Sendungen schaust du gern an? – Ich mag Sportsendungen.,What shows do you like to watch? – I like sports shows.,"die Sendung, -en	Welche Sendungen schaust du gern an? – Ich mag Sportsendungen.	What shows do you like to watch? – I like sports shows.",verified
der Service,noun,A2,der,Service,,,1,0,,,,,0,Ich bin mit dem Service in der Werkstatt sehr zufrieden.,I am very satisfied with the service at the workshop.,der Service (Sg.)	Ich bin mit dem Service in der Werkstatt sehr zufrieden.	I am very satisfied with the service at the workshop.,verified
"setzen (sich), setzt",other,A2,,"setzen (sich), setzt",,,0,0,,,,,0,Setz dich doch!,Sit down!,"setzen (sich), setzt	Setz dich doch!	Sit down!",
sicher,other,A2,,sicher,,,0,0,,,,,0,Dieses Auto ist besonders sicher.,This car is especially safe.,sicher	Dieses Auto ist besonders sicher.	This car is especially safe.,
"singen, singt",other,A2,,"singen, singt",,,0,0,,,,,0,Er singt gern.,He likes to sing.,"singen, singt	Er singt gern.	He likes to sing.",
die Situation,noun,A2,die,Situation,Situationen,-en,0,0,,,,,0,"Ich bin in einer schwierigen Situation. Ich weiß nicht, was ich tun soll.",I am in a difficult situation. I don’t know what to do.,"die Situation, -en	Ich bin in einer schwierigen Situation. Ich weiß nicht, was ich tun soll.	I am in a difficult situation. I don’t know what to do.",verified
"sitzen, sitzt",other,A2,,"sitzen, sitzt",,,0,0,,,,,0,Wo möchten Sie sitzen? – Bitte ganz hinten.,"Where would you like to sit? – Please, at the back.","sitzen, sitzt	Wo möchten Sie sitzen? – Bitte ganz hinten.	Where would you like to sit? – Please, at the back.",
der Ski,noun,A2,der,Ski,Ski,"-, -er",0,0,,,,,0,Gehen wir am Wochenende Ski fahren?,Shall we go skiing this weekend?,"der Ski, -, -er	Gehen wir am Wochenende Ski fahren?	Shall we go skiing this weekend?",verified
sogar,other,A2,,sogar,,,0,0,,,,,0,Heute ist es sehr kalt. In den Bergen schneit es sogar.,Today is very cold. It’s even snowing in the mountains.,sogar	Heute ist es sehr kalt. In den Bergen schneit es sogar.	Today is very cold. It’s even snowing in the mountains.,
"sollen, soll",other,A2,,"sollen, soll",,,0,0,,,,,0,Wann soll ich kommen und was soll ich mitbringen?,When should I come and what should I bring?,"sollen, soll	Wann soll ich kommen und was soll ich mitbringen?	When should I come and what should I bring?",
sonnig,other,A2,,sonnig,,,0,0,,,,,0,Morgen ist das Wetter wieder warm und sonnig.,Tomorrow the weather will be warm and sunny again.,sonnig	Morgen ist das Wetter wieder warm und sonnig.	Tomorrow the weather will be warm and sunny again.,
sonst,other,A2,,sonst,,,0,0,,,,,0,"Haben Sie sonst noch einen Wunsch? – Nein danke, das ist alles.","Do you have any other requests? – No, thank you, that's all.","sonst	Haben Sie sonst noch einen Wunsch? – Nein danke, das ist alles.	Do you have any other requests? – No, thank you, that's all.",
spannend,other,A2,,spannend,,,0,0,,,,,0,Ich finde den Film sehr spannend.,I find the movie very exciting.,spannend	Ich finde den Film sehr spannend.	I find the movie very exciting.,
"sparen, spart",other,A2,,"sparen, spart",,,0,0,,,,,0,Ein neues Auto ist sehr teuer. Ich muss sparen.,A new car is very expensive. I have to save money.,"sparen, spart	Ein neues Auto ist sehr teuer. Ich muss sparen.	A new car is very expensive. I have to save money.",
der Spaß,noun,A2,der,Spaß,,,1,0,,,,,0,Meine Arbeit macht mir Spaß.,My work is fun.,der Spaß (Sg.)	Meine Arbeit macht mir Spaß.	My work is fun.,verified
"spazieren gehen, geht spazieren",other,A2,,"spazieren gehen, geht spazieren",,,0,0,,,,,0,Wir gehen sonntags immer spazieren.,We always go for a walk on Sundays.,"spazieren gehen, geht spazieren	Wir gehen sonntags immer spazieren.	We always go for a walk on Sundays.",
der Spaziergang,noun,A2,der,Spaziergang,Spaziergänge,¨-e,0,0,,,,,0,Abends mache ich immer einen Spaziergang.,"In the evening, I always go for a walk.","der Spaziergang, ¨-e	Abends mache ich immer einen Spaziergang.	In the evening, I always go for a walk.",verified
"speichern, speichert",other,A2,,"speichern, speichert",,,0,0,,,,,0,Sie müssen die Datei speichern.,You need to save the file.,"speichern, speichert	Sie müssen die Datei speichern.	You need to save the file.",
das Spiel,noun,A2,das,Spiel,Spiele,-e,0,0,,,,,0,Welche Kartenspiele kennen Sie? Monopoly ist ein sehr bekanntes Spiel.,What card games do you know? Monopoly is a very well-known game.,"das Spiel, -e	Welche Kartenspiele kennen Sie? Monopoly ist ein sehr bekanntes Spiel.	What card games do you know? Monopoly is a very well-known game.",verified
"spielen, spielt",other,A2,,"spielen, spielt",,,0,0,,,,,0,Die Kinder spielen draußen.,The children are playing outside.,"spielen, spielt	Die Kinder spielen draußen.	The children are playing outside.",
sportlich,other,A2,,sportlich,,,0,0,,,,,0,Tom ist sehr sportlich.,Tom is very athletic.,sportlich	Tom ist sehr sportlich.	Tom is very athletic.,
der Sportplatz,noun,A2,der,Sportplatz,Sportplätze,¨-e,0,0,,,,,0,Das Fußballtraining ist um 17 Uhr auf dem Sportplatz.,The soccer practice is at 5 PM at the sports field.,"der Sportplatz, ¨-e	Das Fußballtraining ist um 17 Uhr auf dem Sportplatz.	The soccer practice is at 5 PM at the sports field.",verified
"sprechen, spricht",other,A2,,"sprechen, spricht",,,0,0,,,,,0,Kann ich (mit) Herrn Klein sprechen?,Can I speak with Mr. Klein?,"sprechen, spricht	Kann ich (mit) Herrn Klein sprechen?	Can I speak with Mr. Klein?",
die Sprechstunde,noun,A2,die,Sprechstunde,Sprechstunden,-n,0,0,,,,,0,Frau Doktor Weiß hat von 9:00 bis 12:30 Uhr Sprechstunde.,Dr. Weiß has office hours from 9:00 AM to 12:30 PM.,"die Sprechstunde, -n	Frau Doktor Weiß hat von 9:00 bis 12:30 Uhr Sprechstunde.	Dr. Weiß has office hours from 9:00 AM to 12:30 PM.",verified
der Stadtplan,noun,A2,der,Stadtplan,Stadtpläne,¨-e,0,0,,,,,0,Haben Sie einen Stadtplan von Salzburg?,Do you have a city map of Salzburg?,"der Stadtplan, ¨-e	Haben Sie einen Stadtplan von Salzburg?	Do you have a city map of Salzburg?",verified
der Star,noun,A2,der,Star,Stare,wiktionary,0,0,,,,,0,Diese Sängerin ist ein Star in Deutschland.,This singer is a star in Germany.,"der Star, -s	Diese Sängerin ist ein Star in Deutschland.	This singer is a star in Germany.",verified
stark,other,A2,,stark,,,0,0,,,,,0,Ich habe starke Kopfschmerzen.,I have a strong headache.,stark	Ich habe starke Kopfschmerzen.	I have a strong headache.,
"stattfinden, findet statt",other,A2,,"stattfinden, findet statt",,,0,0,,,,,0,Das Spiel findet auch bei Regen statt.,The game will take place even if it rains.,"stattfinden, findet statt	Das Spiel findet auch bei Regen statt.	The game will take place even if it rains.",
"stehen, steht",other,A2,,"stehen, steht",,,0,0,,,,,0,Der Bus steht schon an der Haltestelle.,The bus is already at the bus stop.,"stehen, steht	Der Bus steht schon an der Haltestelle.	The bus is already at the bus stop.",
"stellen, stellt",other,A2,,"stellen, stellt",,,0,0,,,,,0,Stell die Milch bitte in den Kühlschrank!,"Put the milk in the refrigerator, please!","stellen, stellt	Stell die Milch bitte in den Kühlschrank!	Put the milk in the refrigerator, please!",
"sterben, stirbt",other,A2,,"sterben, stirbt",,,0,0,,,,,0,Herr Müller kommt heute nicht. Sein Vater ist gestern gestorben.,Mr. Müller is not coming today. His father died yesterday.,"sterben, stirbt	Herr Müller kommt heute nicht. Sein Vater ist gestern gestorben.	Mr. Müller is not coming today. His father died yesterday.",
der Stiefel,noun,A2,der,Stiefel,Stiefel,-,0,0,,,,,0,Wie viel kosten die roten Stiefel?,How much do the red boots cost?,"der Stiefel, -	Wie viel kosten die roten Stiefel?	How much do the red boots cost?",verified
der Stift,noun,A2,der,Stift,Stifte,-e,0,0,,,,,0,Kannst du mir bitte einen Stift geben? - Was brauchst du? Einen Farbstift oder einen Bleistift oder einen Kugelschreiber?,"Can you please give me a pen? - What do you need? A colored pencil, a pencil, or a ballpoint pen?","der Stift, -e	Kannst du mir bitte einen Stift geben? - Was brauchst du? Einen Farbstift oder einen Bleistift oder einen Kugelschreiber?	Can you please give me a pen? - What do you need? A colored pencil, a pencil, or a ballpoint pen?",verified
das Stipendium,noun,A2,das,Stipendium,Stipendien,wiktionary,0,0,,,,,0,"Wenn ich ein gutes Zeugnis habe, bekomme ich ein Stipendium.","If I have a good report card, I will get a scholarship.","das Stipendium, -en	Wenn ich ein gutes Zeugnis habe, bekomme ich ein Stipendium.	If I have a good report card, I will get a scholarship.",verified
das Stockwerk,noun,A2,das,Stockwerk,Stockwerke,-e,0,0,,,,,0,Das Gebäude hat zwanzig Stockwerke.,The building has twenty floors.,"das Stockwerk, -e	Das Gebäude hat zwanzig Stockwerke.	The building has twenty floors.",verified
"stören, stört",other,A2,,"stören, stört",,,0,0,,,,,0,Störe ich?,Am I disturbing you?,"stören, stört	Störe ich?	Am I disturbing you?",
der Strand,noun,A2,der,Strand,Strände,¨-e,0,0,,,,,0,Im Urlaub bin ich am liebsten am Strand.,"On vacation, I prefer to be at the beach.","der Strand, ¨-e	Im Urlaub bin ich am liebsten am Strand.	On vacation, I prefer to be at the beach.",verified
"streiten (sich), streitet",other,A2,,"streiten (sich), streitet",,,0,0,,,,,0,Die Kinder streiten (sich) oft.,The children often argue.,"streiten (sich), streitet	Die Kinder streiten (sich) oft.	The children often argue.",
streng,other,A2,,streng,,,0,0,,,,,0,Der Lehrer von meiner Tochter ist sehr streng.,My daughter's teacher is very strict.,streng	Der Lehrer von meiner Tochter ist sehr streng.	My daughter's teacher is very strict.,
der Stress,noun,A2,der,Stress,,,1,0,,,,,0,Ich habe bei der Arbeit viel Stress.,I have a lot of stress at work.,der Stress (Sg.)	Ich habe bei der Arbeit viel Stress.	I have a lot of stress at work.,verified
stressig,other,A2,,stressig,,,0,0,,,,,0,Meine Arbeit ist stressig.,My work is stressful.,stressig	Meine Arbeit ist stressig.	My work is stressful.,
das Stück,noun,A2,das,Stück,Stücke,-e,0,0,,,,,0,Möchten Sie noch ein Stück Kuchen?,Would you like another piece of cake?,"das Stück, -e	Möchten Sie noch ein Stück Kuchen?	Would you like another piece of cake?",verified
die Studentin,noun,A2,die,Studentin,Studentinnen,-nen,0,0,,,,,0,Ich bin Studentin.,I am a student.,"der Student, -en / die Studentin, -nen	Ich bin Studentin.	I am a student.",verified
"studieren, studiert",other,A2,,"studieren, studiert",,,0,0,,,,,0,Ich studiere in Mainz.,I study in Mainz.,"studieren, studiert	Ich studiere in Mainz.	I study in Mainz.",
der Stuhl,noun,A2,der,Stuhl,Stühle,¨-e,0,0,,,,,0,Ist der Stuhl frei?,Is the chair free?,"der Stuhl, ¨-e	Ist der Stuhl frei?	Is the chair free?",verified
"suchen, sucht",other,A2,,"suchen, sucht",,,0,0,,,,,0,Suchst du etwas?,Are you looking for something?,"suchen, sucht	Suchst du etwas?	Are you looking for something?",
super,other,A2,,super,,,0,0,,,,,0,Der Film ist super.,The movie is great.,super	Der Film ist super.	The movie is great.,
der Supermarkt,noun,A2,der,Supermarkt,Supermärkte,¨-e,0,0,,,,,0,Ich kaufe oft im Supermarkt ein.,I often shop at the supermarket.,"der Supermarkt, ¨-e	Ich kaufe oft im Supermarkt ein.	I often shop at the supermarket.",verified
die Suppe,noun,A2,die,Suppe,Suppen,-n,0,0,,,,,0,Schmeckt dir die Suppe?,Do you like the soup?,"die Suppe, -n	Schmeckt dir die Suppe?	Do you like the soup?",verified
"surfen, surft",other,A2,,"surfen, surft",,,0,0,,,,,0,Ich möchte gern surfen lernen.,I would like to learn how to surf.,"surfen, surft	Ich möchte gern surfen lernen.	I would like to learn how to surf.",
süß,other,A2,,süß,,,0,0,,,,,0,Ich finde die Torte zu süß.,I find the cake too sweet.,süß	Ich finde die Torte zu süß.	I find the cake too sweet.,
die Süßigkeiten,noun,A2,die,Süßigkeiten,,,0,0,,,,,0,Welche Süßigkeiten isst du am liebsten?,What sweets do you like to eat the most?,die Süßigkeiten	Welche Süßigkeiten isst du am liebsten?	What sweets do you like to eat the most?,unverified
sympathisch,other,A2,,sympathisch,,,0,0,,,,,0,Der neue Chef ist sehr sympathisch.,The new boss is very likable.,sympathisch	Der neue Chef ist sehr sympathisch.	The new boss is very likable.,
das Tablet,noun,A2,das,Tablet,Tablets,-s,0,0,,,,,0,"Hast du ein Tablet? - Nein, ich habe einen Laptop und ein Handy.","Do you have a tablet? - No, I have a laptop and a phone.","das Tablet, -s	Hast du ein Tablet? - Nein, ich habe einen Laptop und ein Handy.	Do you have a tablet? - No, I have a laptop and a phone.",verified
die Tablette,noun,A2,die,Tablette,Tabletten,-n,0,0,,,,,0,Du sollst am Abend zwei Tabletten nehmen.,You should take two tablets in the evening.,"die Tablette, -n	Du sollst am Abend zwei Tabletten nehmen.	You should take two tablets in the evening.",verified
die Tafel,noun,A2,die,Tafel,Tafeln,-n,0,0,,,,,0,Der Lehrer schreibt das neue Wort an die Tafel.,The teacher writes the new word on the blackboard.,"die Tafel, -n	Der Lehrer schreibt das neue Wort an die Tafel.	The teacher writes the new word on the blackboard.",verified
"tanzen, tanzt",other,A2,,"tanzen, tanzt",,,0,0,,,,,0,Tanzen Sie gern?,Do you like dancing?,"tanzen, tanzt	Tanzen Sie gern?	Do you like dancing?",
das Taschengeld,noun,A2,das,Taschengeld,,,1,0,,,,,0,Wie viel Taschengeld bekommen deine Kinder?,How much pocket money do your children get?,das Taschengeld (Sg.)	Wie viel Taschengeld bekommen deine Kinder?	How much pocket money do your children get?,verified
die Tasse,noun,A2,die,Tasse,Tassen,-n,0,0,,,,,0,Möchten Sie eine Tasse Kaffee?,Would you like a cup of coffee?,"die Tasse, -n	Möchten Sie eine Tasse Kaffee?	Would you like a cup of coffee?",verified
"(aus)tauschen, tauscht (aus)",other,A2,,"(aus)tauschen, tauscht (aus)",,,0,0,,,,,0,Können wir bitte die Plätze tauschen?,Can we please swap places?,"(aus)tauschen, tauscht (aus)	Können wir bitte die Plätze tauschen?	Can we please swap places?",
"(aus)tauschen, hat (aus)getauscht",other,A2,,"(aus)tauschen, hat (aus)getauscht",,,0,0,,,,,0,Können wir unsere Adressen austauschen?,Can we exchange our addresses?,"(aus)tauschen, hat (aus)getauscht	Können wir unsere Adressen austauschen?	Can we exchange our addresses?",
das Team,noun,A2,das,Team,Teams,-s,0,0,,,,,0,Ich arbeite gern in einem Team.,I like working in a team.,"das Team, -s	Ich arbeite gern in einem Team.	I like working in a team.",verified
"teilen, teilt",other,A2,,"teilen, teilt",,,0,0,,,,,0,Wollen wir die Pizza teilen?,Shall we share the pizza?,"teilen, teilt	Wollen wir die Pizza teilen?	Shall we share the pizza?",
"teilen, hat geteilt",other,A2,,"teilen, hat geteilt",,,0,0,,,,,0,Mein Mann und ich teilen uns die Arbeit.,My husband and I share the work.,"teilen, hat geteilt	Mein Mann und ich teilen uns die Arbeit.	My husband and I share the work.",
"teilnehmen, nimmt teil",other,A2,,"teilnehmen, nimmt teil",,,0,0,,,,,0,Ich möchte an dem Tanzkurs teilnehmen.,I would like to participate in the dance course.,"teilnehmen, nimmt teil	Ich möchte an dem Tanzkurs teilnehmen.	I would like to participate in the dance course.",
"teilnehmen, hat teilgenommen",other,A2,,"teilnehmen, hat teilgenommen",,,0,0,,,,,0,Ich habe an der Konferenz teilgenommen.,I participated in the conference.,"teilnehmen, hat teilgenommen	Ich habe an der Konferenz teilgenommen.	I participated in the conference.",
"telefonieren, telefoniert",other,A2,,"telefonieren, telefoniert",,,0,0,,,,,0,Ich muss kurz telefonieren.,I need to make a phone call.,"telefonieren, telefoniert	Ich muss kurz telefonieren.	I need to make a phone call.",
"telefonieren, hat telefoniert",other,A2,,"telefonieren, hat telefoniert",,,0,0,,,,,0,Er hat den ganzen Abend telefoniert.,He talked on the phone all evening.,"telefonieren, hat telefoniert	Er hat den ganzen Abend telefoniert.	He talked on the phone all evening.",
der Teller,noun,A2,der,Teller,Teller,-,0,0,,,,,0,Stell die Teller bitte auf den Tisch!,Please put the plates on the table!,"der Teller, -	Stell die Teller bitte auf den Tisch!	Please put the plates on the table!",verified
das Tennis,noun,A2,das,Tennis,,,1,0,,,,,0,Steffi spielt sehr gut Tennis.,Steffi plays tennis very well.,das Tennis (Sg.)	Steffi spielt sehr gut Tennis.	Steffi plays tennis very well.,verified
das Theater,noun,A2,das,Theater,Theater,-,0,0,,,,,0,Ich gehe nicht gern ins Theater.,I don’t like going to the theater.,"das Theater, -	Ich gehe nicht gern ins Theater.	I don’t like going to the theater.",verified
tief,other,A2,,tief,,,0,0,,,,,0,"Vorsicht, das Wasser ist tief!","Caution, the water is deep!","tief	Vorsicht, das Wasser ist tief!	Caution, the water is deep!",
das Tier,noun,A2,das,Tier,Tiere,-e,0,0,,,,,0,Wir dürfen keine Tiere in der Wohnung haben.,We are not allowed to have pets in the apartment.,"das Tier, -e	Wir dürfen keine Tiere in der Wohnung haben.	We are not allowed to have pets in the apartment.",verified
der Tipp,noun,A2,der,Tipp,Tipps,-s,0,0,,,,,0,Kannst du mir einen guten Tipp geben?,Can you give me a good tip?,"der Tipp, -s	Kannst du mir einen guten Tipp geben?	Can you give me a good tip?",verified
der Titel,noun,A2,der,Titel,Titel,-,0,0,,,,,0,Wie heißt der Film? - Ich weiß den Titel nicht mehr.,What’s the name of the film? - I don’t remember the title.,"der Titel, -	Wie heißt der Film? - Ich weiß den Titel nicht mehr.	What’s the name of the film? - I don’t remember the title.",verified
toll,other,A2,,toll,,,0,0,,,,,0,Der Urlaub war toll.,The vacation was great.,toll	Der Urlaub war toll.	The vacation was great.,
der Topf,noun,A2,der,Topf,Töpfe,¨-e,0,0,,,,,0,Hast du keinen größeren Topf? Ich möchte Kartoffeln kochen.,Don’t you have a bigger pot? I want to cook potatoes.,"der Topf, ¨-e	Hast du keinen größeren Topf? Ich möchte Kartoffeln kochen.	Don’t you have a bigger pot? I want to cook potatoes.",verified
die Torte,noun,A2,die,Torte,Torten,-n,0,0,,,,,0,Zum Geburtstag backe ich dir eine Torte.,I’ll bake you a cake for your birthday.,"die Torte, -n	Zum Geburtstag backe ich dir eine Torte.	I’ll bake you a cake for your birthday.",verified
total,other,A2,,total,,,0,0,,,,,0,Der Film ist total langweilig.,The film is totally boring.,total	Der Film ist total langweilig.	The film is totally boring.,
die Tour,noun,A2,die,Tour,Touren,-en,0,0,,,,,0,Wo kann ich eine Stadttour buchen?,Where can I book a city tour?,"die Tour, -en	Wo kann ich eine Stadttour buchen?	Where can I book a city tour?",verified
der Tourist,noun,A2,der,Tourist,Touristen,-en,0,0,,,,,0,Im Sommer kommen viele Touristen in diese Stadt.,"In summer, many tourists come to this city.","der Tourist, -en / die Touristin, -nen	Im Sommer kommen viele Touristen in diese Stadt.	In summer, many tourists come to this city.",verified
die Touristin,noun,A2,die,Touristin,Touristinnen,-nen,0,0,,,,,0,Im Sommer kommen viele Touristen in diese Stadt.,"In summer, many tourists come to this city.","der Tourist, -en / die Touristin, -nen	Im Sommer kommen viele Touristen in diese Stadt.	In summer, many tourists come to this city.",verified
"tragen, trägt",other,A2,,"tragen, trägt",,,0,0,,,,,0,"Ich kann den Koffer nicht tragen, er ist zu schwer.","I can’t carry the suitcase, it’s too heavy.","tragen, trägt	Ich kann den Koffer nicht tragen, er ist zu schwer.	I can’t carry the suitcase, it’s too heavy.",
"tragen, hat getragen",other,A2,,"tragen, hat getragen",,,0,0,,,,,0,Er trägt heute einen blauen Anzug.,He is wearing a blue suit today.,"tragen, hat getragen	Er trägt heute einen blauen Anzug.	He is wearing a blue suit today.",
"trainieren, trainiert",other,A2,,"trainieren, trainiert",,,0,0,,,,,0,Wir trainieren einmal pro Woche im Sportverein.,We train once a week at the sports club.,"trainieren, trainiert	Wir trainieren einmal pro Woche im Sportverein.	We train once a week at the sports club.",
"trainieren, hat trainiert",other,A2,,"trainieren, hat trainiert",,,0,0,,,,,0,Ich habe seit zwei Jahren nicht mehr trainiert.,I haven’t trained for two years.,"trainieren, hat trainiert	Ich habe seit zwei Jahren nicht mehr trainiert.	I haven’t trained for two years.",
das Training,noun,A2,das,Training,Trainings,-s,0,0,,,,,0,Das Training ist immer dienstags.,The training is always on Tuesdays.,"das Training, -s	Das Training ist immer dienstags.	The training is always on Tuesdays.",verified
der Traum,noun,A2,der,Traum,Träume,¨-e,0,0,,,,,0,"Ich möchte eine eigene Firma, das ist mein Traum.","I want my own company, that’s my dream.","der Traum, ¨-e	Ich möchte eine eigene Firma, das ist mein Traum.	I want my own company, that’s my dream.",verified
"träumen, träumt",other,A2,,"träumen, träumt",,,0,0,,,,,0,Ich träume von einem großen Haus mit Garten.,I dream of a big house with a garden.,"träumen, träumt	Ich träume von einem großen Haus mit Garten.	I dream of a big house with a garden.",
"träumen, hat geträumt",other,A2,,"träumen, hat geträumt",,,0,0,,,,,0,Ich habe schlecht geträumt.,I had a bad dream.,"träumen, hat geträumt	Ich habe schlecht geträumt.	I had a bad dream.",
traurig,other,A2,,traurig,,,0,0,,,,,0,Ich bin sehr traurig. Meine Katze ist weggelaufen.,I am very sad. My cat ran away.,traurig	Ich bin sehr traurig. Meine Katze ist weggelaufen.	I am very sad. My cat ran away.,
"treffen (sich), trifft",other,A2,,"treffen (sich), trifft",,,0,0,,,,,0,Ich treffe in der Stadt einen Kollegen.,I meet a colleague in the city.,"treffen (sich), trifft	Ich treffe in der Stadt einen Kollegen.	I meet a colleague in the city.",
"treffen (sich), hat getroffen",other,A2,,"treffen (sich), hat getroffen",,,0,0,,,,,0,Wir treffen uns immer freitags.,We meet every Friday.,"treffen (sich), hat getroffen	Wir treffen uns immer freitags.	We meet every Friday.",
"trinken, trinkt",other,A2,,"trinken, trinkt",,,0,0,,,,,0,Möchtest du etwas trinken?,Would you like something to drink?,"trinken, trinkt	Möchtest du etwas trinken?	Would you like something to drink?",
"trinken, hat getrunken",other,A2,,"trinken, hat getrunken",,,0,0,,,,,0,Ich habe schon drei Tassen Kaffee getrunken.,I’ve already drunk three cups of coffee.,"trinken, hat getrunken	Ich habe schon drei Tassen Kaffee getrunken.	I’ve already drunk three cups of coffee.",
trocken,verb,A2,,trocken,,,0,0,,,,,0,Die Wäsche ist bald trocken.,The laundry will be dry soon.,trocken	Die Wäsche ist bald trocken.	The laundry will be dry soon.,
tschüs,other,A2,,tschüs,,,0,0,,,,,0,"Tschüs, bis morgen!","Bye, see you tomorrow!","tschüs	Tschüs, bis morgen!	Bye, see you tomorrow!",
das T-Shirt,noun,A2,das,T-Shirt,T-Shirts,-s,0,0,,,,,0,Haben Sie dieses T-Shirt auch in M?,Do you have this T-shirt in M?,"das T-Shirt, -s	Haben Sie dieses T-Shirt auch in M?	Do you have this T-shirt in M?",verified
"tun, tut",other,A2,,"tun, tut",,,0,0,,,,,0,Mein Rücken tut weh.,My back hurts.,"tun, tut	Mein Rücken tut weh.	My back hurts.",
"tun, hat getan",other,A2,,"tun, hat getan",,,0,0,,,,,0,"Es tut mir leid, ich kann leider nicht kommen.","I’m sorry, I can’t come.","tun, hat getan	Es tut mir leid, ich kann leider nicht kommen.	I’m sorry, I can’t come.",
die Tür,noun,A2,die,Tür,Türen,-en,0,0,,,,,0,Mach bitte die Tür zu!,Please close the door!,"die Tür, -en	Mach bitte die Tür zu!	Please close the door!",verified
typisch,other,A2,,typisch,,,0,0,,,,,0,Diese Musik ist typisch für dieses Land.,This music is typical for this country.,typisch	Diese Musik ist typisch für dieses Land.	This music is typical for this country.,
"üben, übt",other,A2,,"üben, übt",,,0,0,,,,,0,Ich lerne gerade Gitarre spielen. Ich übe jeden Tag zwei Stunden.,I am currently learning to play the guitar. I practice every day for two hours.,"üben, übt	Ich lerne gerade Gitarre spielen. Ich übe jeden Tag zwei Stunden.	I am currently learning to play the guitar. I practice every day for two hours.",
überall,other,A2,,überall,,,0,0,,,,,0,"Ich habe überall gesucht, aber ich kann meine Brille nicht finden.","I searched everywhere, but I can't find my glasses.","überall	Ich habe überall gesucht, aber ich kann meine Brille nicht finden.	I searched everywhere, but I can't find my glasses.",
übermorgen,verb,A2,,übermorgen,,,0,0,,,,,0,Morgen habe ich frei. Ich komme übermorgen wieder ins Büro.,I have the day off tomorrow. I will come back to the office the day after tomorrow.,übermorgen	Morgen habe ich frei. Ich komme übermorgen wieder ins Büro.	I have the day off tomorrow. I will come back to the office the day after tomorrow.,
"übernachten, übernachtet",other,A2,,"übernachten, übernachtet",,,0,0,,,,,0,Du kannst bei mir übernachten.,You can spend the night at my place.,"übernachten, übernachtet	Du kannst bei mir übernachten.	You can spend the night at my place.",
übersetzen,verb,A2,,übersetzen,,,0,0,,,,,0,Können Sie mir den Brief bitte übersetzen?,Can you please translate the letter for me?,übersetzen	Können Sie mir den Brief bitte übersetzen?	Can you please translate the letter for me?,
